Voter_ID,First_Name,Mid_Name,Last_Name,Street,Zipcode,Party,Registered
1162,Kalub,Jatanna,MADDEN,414 HOLLY PARK CIR,16802,IND,TRUE
1163,Pritesh,Rashima,MONTES,662 GELLERT DR,16802,SOC,TRUE
1164,Raphael,Chantel,RANGEL,307 SANTA PAULA AVE,16802,IND,TRUE
1165,Kaylene,Sakena,RAYMOND,470 GELLERT DR,16802,REP,TRUE
1166,Arash,Jeno,BRADSHAW,424 TORRENS CT,16802,IND,TRUE
1167,Bassam,Chenese,VELASQUEZ,806 PERU AVE,16802,REP,TRUE
1168,Tayler,Matthew,GARNER,580 GELLERT DR,16802,LIB,TRUE
1169,Jasma,Nickey,CROSBY,823 GELLERT DR,16802,REP,TRUE
1170,Graviela,Chauncey,HOBBS,903 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1171,Coleen,Myah,POWELL,909 PERU AVE,16802,LIB,TRUE
1172,Mirtha,Joseline,ROWE,166 TORRENS CT,16802,REP,TRUE
1173,Dillin,Alexandrea,BUCHANAN,577 HOLLY PARK CIR,16802,LIB,TRUE
1174,Kandra,Nir,SHANNON,933 SANTA PAULA AVE,16802,SOC,TRUE
1175,Chet,Jerrelle,AVERY,688 TORRENS CT,16802,IND,TRUE
1176,Mykel,Ferrin,YORK,603 TORRENS CT,16802,DEM,TRUE
1177,Jamichael,Jovani,SHORT,511 SANTA PAULA AVE,16802,IND,TRUE
1178,Ambrea,Tyler,ESQUIVEL,976 PERU AVE,16802,LIB,TRUE
1179,Kareem,Michah,MOYER,178 HOLLY PARK CIR,16802,DEM,TRUE
1180,Yash,Ilissa,KNIGHT,514 PERU AVE,16802,DEM,TRUE
1181,Leonidas,Steele,ROSARIO,944 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1182,Geramy,Alkeem,GREER,897 SANTA PAULA AVE,16802,IND,TRUE
1183,Denisa,Kyndall,VAUGHN,114 GELLERT DR,16802,DEM,TRUE
1184,Ellias,Mohini,LOWE,196 PERU AVE,16802,REP,TRUE
1185,Galvin,Reilly,MOYER,408 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1186,Averie,Charlotta,MALDONADO,295 PERU AVE,16802,IND,TRUE
1187,Choyce,Keshawn,COLLINS,513 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1188,Panyia,Shae,HAYDEN,379 TORRENS CT,16802,DEM,TRUE
1189,Jer,Cranston,DEJESUS,877 HOLLY PARK CIR,16802,IND,TRUE
1190,Alexsander,Shimeka,KERR,840 PERU AVE,16802,IND,TRUE
1191,Briana,Carmella,PRINCE,241 TORRENS CT,16802,IND,TRUE
1192,Prateek,Jhordan,RYAN,973 TORRENS CT,16802,DEM,TRUE
1193,Shaylen,Aneesah,ZUNIGA,745 HOLLY PARK CIR,16802,IND,TRUE
1194,Merideth,Jaquese,ERICKSON,614 PERU AVE,16802,IND,TRUE
1195,Shacarra,Sharnice,ESCOBAR,863 SANTA PAULA AVE,16802,DEM,TRUE
1196,Jett,Caitlin,BENNETT,814 PERU AVE,16802,DEM,TRUE
1197,Afiya,Oladele,ROMAN,698 TORRENS CT,16802,DEM,TRUE
1198,Kalyn,Termaine,TERRELL,708 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1199,Sanisha,Cherelle,BERGER,902 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1200,Keya,Burke,TREVINO,530 GELLERT DR,16802,DEM,TRUE
1201,Sheana,Rhyan,REYES,940 HOLLY PARK CIR,16802,IND,TRUE
1202,Garin,Biridiana,SNYDER,630 TORRENS CT,16802,SOC,TRUE
1203,Marissa,Jaclyn,MADDOX,437 SANTA PAULA AVE,16802,IND,TRUE
1204,Brean,Devindra,BERG,581 TORRENS CT,16802,REP,TRUE
1205,Annetta,Islam,RUSSO,426 GELLERT DR,16802,DEM,TRUE
1206,Gerold,Jermeka,MITCHELL,644 PERU AVE,16802,IND,TRUE
1207,Jobeth,Leo,PITTMAN,113 SANTA PAULA AVE,16802,REP,TRUE
1208,Nahomi,Mariano,DUARTE,319 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1209,Antwanette,Deadrick,BEAN,628 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1210,Kenishia,Itza,BERG,755 TORRENS CT,16802,SOC,TRUE
1211,Garry,Farhana,OSBORNE,405 GELLERT DR,16802,REP,TRUE
1212,Maxamillion,Garett,DAUGHERTY,414 HOLLY PARK CIR,16802,IND,TRUE
1213,Catherine,Esthefany,HAHN,714 TORRENS CT,16802,REP,TRUE
1214,Brocha,Marco,SHANNON,332 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1215,Vallie,Colt,GARNER,123 SANTA PAULA AVE,16802,REP,TRUE
1216,Marcela,Russia,ACEVEDO,945 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1217,Nyiesha,Joleen,LIM,978 SANTA PAULA AVE,16802,DEM,TRUE
1218,Kyrell,Chavie,DIAZ,247 SANTA PAULA AVE,16802,REP,TRUE
1219,Brennen,Grey,FOSTER,989 PERU AVE,16802,IND,TRUE
1220,Christena,Resha,MCLEAN,780 HOLLY PARK CIR,16802,SOC,TRUE
1221,Denequa,Andrae,HARTMAN,624 SANTA PAULA AVE,16802,LIB,TRUE
1222,Avis,Korrina,POOLE,247 PERU AVE,16802,IND,TRUE
1223,Regis,Jamaira,BRANCH,275 HOLLY PARK CIR,16802,LIB,TRUE
1224,Kendra,Faruk,BOOKER,325 TORRENS CT,16802,DEM,TRUE
1225,Elia,Alene,CARR,204 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1226,Ammie,Shalin,BLACK,553 TORRENS CT,16802,IND,TRUE
1227,Shondrea,Dewana,DUNN,486 GELLERT DR,16802,DEM,TRUE
1228,Geordi,Millie,FOLEY,627 GELLERT DR,16802,DEM,TRUE
1229,Shabana,Dinae,REED,341 SANTA PAULA AVE,16802,LIB,TRUE
1230,Evert,Emilio,DAVID,561 SAN JOSE AV OFF RAMP,16802,LIB,TRUE
1231,Liliana,Ronnisha,LARA,684 TORRENS CT,16802,SOC,TRUE
1232,Shareese,Grigor,CABRERA,126 TORRENS CT,16802,REP,TRUE
1233,Arnel,Yuritzy,PETERSEN,612 SANTA PAULA AVE,16802,SOC,TRUE
1234,Jamillia,Sam,OCONNELL,412 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1235,Fortunato,Lasaundra,GOLDEN,863 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1236,Sera,Marnie,HENDERSON,234 GELLERT DR,16802,SOC,TRUE
1237,Melony,Diallo,ANDERSEN,587 GELLERT DR,16802,DEM,TRUE
1238,Montreal,Talysha,ANTHONY,232 TORRENS CT,16802,DEM,TRUE
1239,Shaylon,Solita,CLAYTON,570 PERU AVE,16802,SOC,TRUE
1240,Elizebeth,Azad,WYATT,871 GELLERT DR,16802,DEM,TRUE
1241,Maja,Marieke,JORDAN,848 GELLERT DR,16802,DEM,TRUE
1242,Naisha,Leandria,LONG,694 HOLLY PARK CIR,16802,SOC,TRUE
1243,Emilo,Arielle,WEEKS,435 SAN JOSE AV OFF RAMP,16802,SOC,TRUE
1244,Jeanice,Jacqualynn,JARAMILLO,465 TORRENS CT,16802,DEM,TRUE
1245,Alrick,Miatta,HINES,904 HOLLY PARK CIR,16802,LIB,TRUE
1246,Adon,Debi,NIELSEN,109 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1247,Regis,Neesha,PARKS,994 GELLERT DR,16802,REP,TRUE
1248,Nashawn,Nikolos,HURST,130 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1249,Kandyce,Rance,CASE,874 SANTA PAULA AVE,16802,IND,TRUE
1250,Boris,Dottie,TERRY,674 TORRENS CT,16802,SOC,TRUE
1251,Kahla,Kim,HARVEY,732 HOLLY PARK CIR,16802,REP,TRUE
1252,Chenese,Avonna,LANE,894 SANTA PAULA AVE,16802,REP,TRUE
1253,Abegail,Bobak,HARDY,788 PERU AVE,16802,REP,TRUE
1254,Leshawn,Saraann,MCDONALD,811 GELLERT DR,16802,IND,TRUE
1255,Oswaldo,Reneasha,LEONARD,597 PERU AVE,16802,DEM,TRUE
1256,Cathrine,Laraine,BALLARD,426 GELLERT DR,16802,IND,TRUE
1257,Marlisa,Danai,PACE,229 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1258,Abbigayle,Brittnye,QUINTERO,383 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1259,Dayvid,Dalynn,HOBBS,464 GELLERT DR,16802,SOC,TRUE
1260,Angele,Xang,SIMPSON,259 GELLERT DR,16802,DEM,TRUE
1261,Reshma,Kalila,JUAREZ,336 TORRENS CT,16802,REP,TRUE
1262,Sanjay,Nanci,PRINCE,971 GELLERT DR,16802,IND,TRUE
1263,Victor,Cammi,SHELTON,333 PERU AVE,16802,DEM,TRUE
1264,Renelle,Tashira,MCDANIEL,849 TORRENS CT,16802,DEM,TRUE
1265,Elainna,Alexarae,GATES,430 HOLLY PARK CIR,16802,REP,TRUE
1266,Daven,Evelin,BARRY,884 SANTA PAULA AVE,16802,DEM,TRUE
1267,Myiah,Duvall,SHAW,425 TORRENS CT,16802,SOC,TRUE
1268,Denys,Gioconda,AUSTIN,518 TORRENS CT,16802,IND,TRUE
1269,Maribeth,November,FLYNN,985 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1270,Wa,Reuel,ATKINS,334 PERU AVE,16802,REP,TRUE
1271,Lisa,Lukasz,SIMON,426 HOLLY PARK CIR,16802,LIB,TRUE
1272,Tyniesha,Livingston,MEADOWS,720 HOLLY PARK CIR,16802,REP,TRUE
1273,Kelan,Dyllan,DRAKE,476 HOLLY PARK CIR,16802,SOC,TRUE
1274,Marta,Jermichael,MALONE,222 TORRENS CT,16802,REP,TRUE
1275,Adonica,Martisha,SUMMERS,261 TORRENS CT,16802,IND,TRUE
1276,Andelyn,Ilisha,OWENS,709 SANTA PAULA AVE,16802,IND,TRUE
1277,Brandilee,Ia,ROGERS,122 TORRENS CT,16802,DEM,TRUE
1278,Marino,Janmichael,PETERSON,512 PERU AVE,16802,DEM,TRUE
1279,Montay,Barndon,ODONNELL,353 HOLLY PARK CIR,16802,REP,TRUE
1280,America,Thao,GILLESPIE,460 HOLLY PARK CIR,16802,REP,TRUE
1281,Fantasia,Tiler,MORTON,475 HOLLY PARK CIR,16802,IND,TRUE
1282,Jameson,Frankie,VALENCIA,240 TORRENS CT,16802,IND,TRUE
1283,Meaghen,Cayle,QUINTERO,762 TORRENS CT,16802,REP,TRUE
1284,Shabreka,Felicita,FRY,796 HOLLY PARK CIR,16802,SOC,TRUE
1285,Jahn,Analecia,REESE,741 HOLLY PARK CIR,16802,SOC,TRUE
1286,Fantashia,Jonluke,MICHAEL,114 TORRENS CT,16802,LIB,TRUE
1287,Nekesha,Kaija,ROY,972 HOLLY PARK CIR,16802,IND,TRUE
1288,Torrie,Connell,MCCULLOUGH,655 SANTA PAULA AVE,16802,REP,TRUE
1289,Quiara,Dan,BERRY,809 SANTA PAULA AVE,16802,REP,TRUE
1290,Shauna,Marriah,DEJESUS,159 HOLLY PARK CIR,16802,LIB,TRUE
1291,Brendalee,Mechella,HALE,987 PERU AVE,16802,REP,TRUE
1292,Linda,Jervon,SHELTON,752 GELLERT DR,16802,LIB,TRUE
1293,Cyndi,Rayce,CALDERON,138 TORRENS CT,16802,SOC,TRUE
1294,Jaymar,Jhalil,HALE,613 GELLERT DR,16802,REP,TRUE
1295,Adil,Diamond,MENDEZ,411 TORRENS CT,16802,REP,TRUE
1296,Charday,Shakari,GAINES,486 TORRENS CT,16802,REP,TRUE
1297,Devany,Shaba,OCONNOR,919 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1298,Cordarious,Johnell,PERALTA,158 PERU AVE,16802,DEM,TRUE
1299,Monia,Shakarra,MORRISON,471 SANTA PAULA AVE,16802,IND,TRUE
1300,Haileigh,Arion,HANNA,983 GELLERT DR,16802,IND,TRUE
1301,Minerva,Carrol,RANDOLPH,704 PERU AVE,16802,REP,TRUE
1302,Lawayne,Heston,ALFARO,414 GELLERT DR,16802,DEM,TRUE
1303,Quaneshia,Terron,AHMED,490 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1304,Rithy,Tyrin,GREGORY,932 TORRENS CT,16802,REP,TRUE
1305,Thurman,Crystall,LYNN,920 SANTA PAULA AVE,16802,LIB,TRUE
1306,Shareena,Kaylan,PARK,416 PERU AVE,16802,IND,TRUE
1307,Maressia,Antrone,GOOD,826 GELLERT DR,16802,DEM,TRUE
1308,Apollo,Nilo,ALEXANDER,723 TORRENS CT,16802,DEM,TRUE
1309,Kya,Aya,COMBS,583 SANTA PAULA AVE,16802,REP,TRUE
1310,Nolan,Mariza,BYRD,614 TORRENS CT,16802,REP,TRUE
1311,Erol,Jaymes,MORRISON,955 TORRENS CT,16802,REP,TRUE
1312,Helene,Chinelle,FREDERICK,140 HOLLY PARK CIR,16802,IND,TRUE
1313,Hobert,Larinda,ENRIQUEZ,660 HOLLY PARK CIR,16802,DEM,TRUE
1314,Aminata,Javier,HOOD,944 HOLLY PARK CIR,16802,IND,TRUE
1315,Marlene,Latrell,MORSE,153 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1316,Percival,Deshonna,ALLISON,973 SANTA PAULA AVE,16802,SOC,TRUE
1317,Kelsy,Thang,HESS,322 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1318,Sian,Imani,PRINCE,328 GELLERT DR,16802,REP,TRUE
1319,Jennee,Gayle,MATTHEWS,971 HOLLY PARK CIR,16802,REP,TRUE
1320,Shamanda,Shareeta,LOPEZ,244 TORRENS CT,16802,IND,TRUE
1321,Samona,Hollis,COPELAND,158 GELLERT DR,16802,SOC,TRUE
1322,Kennia,Cadie,ANDREWS,746 SANTA PAULA AVE,16802,LIB,TRUE
1323,Corby,Mithcell,GRAHAM,530 TORRENS CT,16802,SOC,TRUE
1324,Georgina,Celina,MOSES,883 GELLERT DR,16802,DEM,TRUE
1325,Quintisha,Larell,HAYES,634 HOLLY PARK CIR,16802,REP,TRUE
1326,Demetric,Shawnna,FRENCH,766 HOLLY PARK CIR,16802,SOC,TRUE
1327,Chyenne,Giulio,CAMPBELL,848 SAN JOSE AV OFF RAMP,16802,SOC,TRUE
1328,Poonam,Nashea,CAMPBELL,188 TORRENS CT,16802,DEM,TRUE
1329,Javona,Macaela,RICHARD,371 SAN JOSE AV OFF RAMP,16802,SOC,TRUE
1330,Evann,Adi,WATKINS,605 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1331,Emilly,Sameen,YODER,248 PERU AVE,16802,DEM,TRUE
1332,Angeleena,Viki,JIMENEZ,709 GELLERT DR,16802,DEM,TRUE
1333,Loris,Laquasia,HOBBS,745 HOLLY PARK CIR,16802,DEM,TRUE
1334,Casimir,Jaswinder,RIVERS,853 HOLLY PARK CIR,16802,SOC,TRUE
1335,Maryssa,Arelis,YOUNG,117 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1336,Ivey,Deaven,VU,122 PERU AVE,16802,REP,TRUE
1337,Lashandra,Herson,DUNCAN,585 PERU AVE,16802,REP,TRUE
1338,Samule,Umberto,SANDERS,221 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1339,Casarah,Kadeen,LAMB,118 TORRENS CT,16802,IND,TRUE
1340,Maury,Ronaldo,HUFFMAN,171 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1341,Garfield,Tiasha,DENNIS,697 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1342,Abriel,Silvestre,SERRANO,319 TORRENS CT,16802,REP,TRUE
1343,Atticus,Yasin,ROCHA,494 PERU AVE,16802,IND,TRUE
1344,Yannick,Taquisha,DANIEL,539 GELLERT DR,16802,DEM,TRUE
1345,Nairi,Kristia,SALAS,705 HOLLY PARK CIR,16802,IND,TRUE
1346,Shamonique,Kinya,BAUTISTA,316 HOLLY PARK CIR,16802,SOC,TRUE
1347,Lavarius,Samanthe,GUERRA,190 TORRENS CT,16802,DEM,TRUE
1348,Maricus,Francisco,JEFFERSON,283 SANTA PAULA AVE,16802,DEM,TRUE
1349,Willian,Jesmine,BANKS,877 SANTA PAULA AVE,16802,IND,TRUE
1350,Marteka,Antavia,ALVAREZ,154 HOLLY PARK CIR,16802,SOC,TRUE
1351,Quirino,Andrae,KOCH,614 GELLERT DR,16802,REP,TRUE
1352,Timmeka,Sugar,HALE,618 TORRENS CT,16802,DEM,TRUE
1353,Lavaughn,Bruce,MCMAHON,971 SANTA PAULA AVE,16802,IND,TRUE
1354,Elimelech,Shantall,RANDOLPH,416 TORRENS CT,16802,LIB,TRUE
1355,Eduin,Jequetta,LAMB,254 SANTA PAULA AVE,16802,IND,TRUE
1356,Eyan,Abbi,BISHOP,289 SANTA PAULA AVE,16802,REP,TRUE
1357,Steven,Aditya,SHAFFER,134 GELLERT DR,16802,DEM,TRUE
1358,Mamadou,Ceiara,HARDIN,501 SANTA PAULA AVE,16802,DEM,TRUE
1359,Steven,Jeffory,SHAFFER,256 TORRENS CT,16802,DEM,TRUE
1360,Shaunice,Darelle,MCLAUGHLIN,699 PERU AVE,16802,REP,TRUE
1361,Jerme,Johnita,DUNCAN,174 PERU AVE,16802,DEM,TRUE
1362,Taler,Habib,PATEL,610 SANTA PAULA AVE,16802,IND,TRUE
1363,Kennia,Kerilynn,BARTON,993 SANTA PAULA AVE,16802,DEM,TRUE
1364,Janan,Izell,PATTON,308 GELLERT DR,16802,IND,TRUE
1365,Narges,Starling,BUSH,223 GELLERT DR,16802,REP,TRUE
1366,Saudia,Kystal,NORRIS,133 HOLLY PARK CIR,16802,LIB,TRUE
1367,Dezare,Kristof,COLE,384 SANTA PAULA AVE,16802,IND,TRUE
1368,Lawrance,Adana,DAVID,780 GELLERT DR,16802,LIB,TRUE
1369,Mcarthur,Murray,VAUGHAN,124 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1370,Anum,Renee,CAMPBELL,529 GELLERT DR,16802,REP,TRUE
1371,Latana,Obinna,SHELTON,165 SANTA PAULA AVE,16802,IND,TRUE
1372,Abbygail,Tashayla,HENSLEY,947 PERU AVE,16802,DEM,TRUE
1373,Kavina,Charniece,POWELL,861 PERU AVE,16802,DEM,TRUE
1374,Lorianna,Ramesha,BRUCE,318 TORRENS CT,16802,REP,TRUE
1375,Kambri,Ajah,FELIX,456 GELLERT DR,16802,DEM,TRUE
1376,Ida,Acadia,CURRY,362 HOLLY PARK CIR,16802,DEM,TRUE
1377,Montel,Chau,HUGHES,494 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1378,Kensey,Rynell,FRY,673 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1379,Romario,Mirissa,GONZALES,626 TORRENS CT,16802,IND,TRUE
1380,Yudith,Agustus,ELLIS,439 GELLERT DR,16802,DEM,TRUE
1381,Terrico,Jamesia,SALAZAR,832 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1382,Adib,Anachristina,XIONG,296 HOLLY PARK CIR,16802,DEM,TRUE
1383,Alene,Casen,ESPINOSA,186 TORRENS CT,16802,SOC,TRUE
1384,Steven,Kimberlyann,SHAFFER,727 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1385,Shantall,Alma,MORENO,709 HOLLY PARK CIR,16802,REP,TRUE
1386,Lambert,Veronnica,BEAN,823 PERU AVE,16802,IND,TRUE
1387,Lisa,Farhana,MCCLURE,257 GELLERT DR,16802,REP,TRUE
1388,Stepheni,Vernell,SPARKS,501 SANTA PAULA AVE,16802,IND,TRUE
1389,Phuong,Gretta,BARNETT,749 HOLLY PARK CIR,16802,LIB,TRUE
1390,Chenell,Cierre,SIMS,868 SANTA PAULA AVE,16802,IND,TRUE
1391,Macario,Alethea,WOLF,311 PERU AVE,16802,REP,TRUE
1392,Gianinna,Keri,ROCHA,612 TORRENS CT,16802,DEM,TRUE
1393,Davita,Hillery,VELEZ,228 PERU AVE,16802,IND,TRUE
1394,Kevis,Shacara,CONRAD,275 PERU AVE,16802,DEM,TRUE
1395,Reid,Tovah,GOULD,508 GELLERT DR,16802,REP,TRUE
1396,Sharron,Kaseem,GOODMAN,864 GELLERT DR,16802,IND,TRUE
1397,Maryanne,Britanee,ROSS,251 PERU AVE,16802,LIB,TRUE
1398,Doniesha,Camri,MORTON,402 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1399,Tracey,Cedric,HAMMOND,444 HOLLY PARK CIR,16802,LIB,TRUE
1400,Mccoy,Marija,ENRIQUEZ,998 HOLLY PARK CIR,16802,REP,TRUE
1401,Joylyn,Ashby,WALTERS,300 HOLLY PARK CIR,16802,IND,TRUE
1402,Rydell,Winfred,CLARKE,514 TORRENS CT,16802,REP,TRUE
1403,Natasja,Tariq,BRANCH,247 TORRENS CT,16802,DEM,TRUE
1404,Bert,Nikesh,WANG,392 HOLLY PARK CIR,16802,REP,TRUE
1405,Amandeep,Amilcar,MASSEY,551 GELLERT DR,16802,IND,TRUE
1406,Deane,Chistian,GOLDEN,856 HOLLY PARK CIR,16802,IND,TRUE
1407,Alaa,Dejohn,TRUONG,623 PERU AVE,16802,REP,TRUE
1408,Alease,Jamaris,DAVID,557 SANTA PAULA AVE,16802,REP,TRUE
1409,Tynisha,Silas,SALAS,705 SANTA PAULA AVE,16802,LIB,TRUE
1410,Jalissia,Romika,WILKERSON,208 GELLERT DR,16802,REP,TRUE
1411,Quintrell,Nicco,SEXTON,484 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1412,Amaria,Carynn,SCHMITT,212 HOLLY PARK CIR,16802,REP,TRUE
1413,Silvana,Terrico,MAY,859 PERU AVE,16802,REP,TRUE
1414,Marily,Kisha,ACEVEDO,322 HOLLY PARK CIR,16802,REP,TRUE
1415,Shanethia,Abdon,STRICKLAND,979 SANTA PAULA AVE,16802,LIB,TRUE
1416,Safa,Reza,HICKMAN,239 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1417,Jaz,Tabria,BULLOCK,900 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1418,Heath,Coda,TERRELL,156 HOLLY PARK CIR,16802,REP,TRUE
1419,Randahl,Jamesmichael,CAMPOS,395 HOLLY PARK CIR,16802,SOC,TRUE
1420,Shanelle,Chalsey,BAILEY,980 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1421,Janeesa,Tenisha,CHOI,409 PERU AVE,16802,REP,TRUE
1422,Brenton,Christipher,FUENTES,212 TORRENS CT,16802,LIB,TRUE
1423,Faryn,Shevon,GARZA,210 TORRENS CT,16802,DEM,TRUE
1424,Ryesha,Dnae,SCOTT,260 SANTA PAULA AVE,16802,IND,TRUE
1425,Demichael,Mohogany,CHAVEZ,770 TORRENS CT,16802,DEM,TRUE
1426,Romney,Karianne,HUGHES,111 TORRENS CT,16802,DEM,TRUE
1427,Keane,Nakea,MCCORMICK,960 TORRENS CT,16802,REP,TRUE
1428,Kyri,Kieren,BARAJAS,660 SANTA PAULA AVE,16802,REP,TRUE
1429,Lilyanna,Talyn,CHAPMAN,360 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1430,Vivianne,Catharine,CHURCH,282 PERU AVE,16802,REP,TRUE
1431,Garon,Anicia,DRAKE,181 PERU AVE,16802,SOC,TRUE
1432,Laurene,Rodrica,LYNCH,374 GELLERT DR,16802,REP,TRUE
1433,Steven,Damarco,SHAFFER,584 PERU AVE,16802,REP,TRUE
1434,Retha,Cecilia,POTTER,215 HOLLY PARK CIR,16802,SOC,TRUE
1435,Garland,Sander,KELLER,777 HOLLY PARK CIR,16802,IND,TRUE
1436,Travell,Shahla,CRANE,316 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1437,Lorrin,Laurin,ALVAREZ,651 TORRENS CT,16802,IND,TRUE
1438,Tineshia,Sequia,BELL,141 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1439,Malaina,Vilma,STOKES,595 PERU AVE,16802,SOC,TRUE
1440,Douglas,Adelyn,SHERMAN,733 SANTA PAULA AVE,16802,IND,TRUE
1441,Cheree,Kolleen,GREEN,566 SANTA PAULA AVE,16802,SOC,TRUE
1442,Laquette,Ariel,SOSA,734 TORRENS CT,16802,REP,TRUE
1443,Asuncion,Shamarah,OROZCO,213 GELLERT DR,16802,DEM,TRUE
1444,Daven,Ritchie,SAWYER,426 SAN JOSE AV OFF RAMP,16802,IND,TRUE
1445,Dalissa,Jess,RICHARDSON,356 PERU AVE,16802,SOC,TRUE
1446,Jalesia,Serita,HARDIN,153 GELLERT DR,16802,REP,TRUE
1447,Merena,Annalise,CURTIS,869 PERU AVE,16802,DEM,TRUE
1448,Andre,Altonio,RANGEL,150 HOLLY PARK CIR,16802,SOC,TRUE
1449,Jarrin,Roget,MCCALL,985 TORRENS CT,16802,DEM,TRUE
1450,Lateka,Adarsh,TREJO,801 HOLLY PARK CIR,16802,DEM,TRUE
1451,Ehren,Delora,WISE,488 SAN JOSE AV OFF RAMP,16802,DEM,TRUE
1452,Jasamine,Julio,AYERS,222 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1453,Jabier,Abbi,WARD,611 HOLLY PARK CIR,16802,DEM,TRUE
1454,Jhony,Shoniqua,CARR,624 PERU AVE,16802,IND,TRUE
1455,Charon,Cayman,LIN,534 SAN JOSE AV OFF RAMP,16802,REP,TRUE
1456,Julisa,Quavon,LOPEZ,651 PERU AVE,16802,REP,TRUE
1457,Njeri,Shanikia,PARKS,390 PERU AVE,16802,SOC,TRUE
1458,Anthoni,Kamil,FITZGERALD,133 SANTA PAULA AVE,16802,LIB,TRUE
1459,Shanda,Tiffine,MACK,126 TORRENS CT,16802,DEM,TRUE
1460,Breianna,Cynithia,REEVES,455 TORRENS CT,16802,REP,TRUE
1461,Dekeisha,Obie,STEWART,471 TORRENS CT,16802,REP,TRUE
1462,Maida,Takanori,PACE,409 PERU AVE,16802,DEM,TRUE
1463,Isabela,Francine,BEIL,966 SANTA PAULA AVE,16802,LIB,TRUE
1464,Malgorzata,Nohemi,WADE,433 HOLLY PARK CIR,16802,IND,TRUE
1465,Shondrea,Dax,SNYDER,713 HOLLY PARK CIR,16802,DEM,TRUE
1466,Iven,Blake,BARTON,698 PERU AVE,16802,DEM,TRUE
1467,Ariona,Jamilia,LOGAN,580 PERU AVE,16802,REP,TRUE
1468,Rashawn,Tamara,LARSON,720 GELLERT DR,16802,REP,TRUE
1469,Kelly,Marlisha,COLLIER,484 SAN JOSE AV OFF RAMP,16802,SOC,TRUE
1470,Brenda,Shaquala,MADDOX,175 HARDING RD,16803,IND,TRUE
1471,Jerrit,Ladreama,KELLER,663 HARDING RD,16803,REP,TRUE
1472,Katerin,Jalyn,POWELL,646 PLYMOUTH AVE,16803,IND,TRUE
1473,Nahum,Iqbal,TREJO,260 EL DORADO ST,16803,LIB,TRUE
1474,Kiaria,Vinton,HODGES,140 EL DORADO ST,16803,IND,TRUE
1475,Ruthanne,Rosandra,FISCHER,213 PAUL AVE,16803,REP,TRUE
1476,Anessa,Itzel,HOUSE,851 HARDING RD,16803,REP,TRUE
1477,Jakyra,Cartez,KEITH,681 HARDING RD,16803,REP,TRUE
1478,Shadavia,Darold,GARRISON,485 PLYMOUTH AVE,16803,LIB,TRUE
1479,Zan,Barnaby,JACOBS,308 BARTLETT ST,16803,IND,TRUE
1480,Cailynn,Ivon,MURILLO,488 EL DORADO ST,16803,DEM,TRUE
1481,Shieka,Clevon,GOODWIN,964 HARDING RD,16803,DEM,TRUE
1482,Mishayla,Anali,MAHONEY,353 PAUL AVE,16803,REP,TRUE
1483,Mardi,Kieran,SHELTON,853 HARDING RD,16803,DEM,TRUE
1484,Nikka,Cliff,MCCOY,759 HARDING RD,16803,LIB,TRUE
